,Vectors,Lang
97,"[[-5.8582196e+02 -5.8582196e+02 -5.7557385e+02 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 0.0000000e+00  0.0000000e+00  1.4389040e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 0.0000000e+00  0.0000000e+00  1.4080729e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 ...
 [ 0.0000000e+00  0.0000000e+00  7.9834104e-01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 0.0000000e+00  0.0000000e+00  4.4876319e-01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 0.0000000e+00  0.0000000e+00  2.1955997e-01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]]",Hindi
98,"[[-322.94742   -288.59106   -235.46968   ...    0.           0.
     0.       ]
 [ 146.85971    141.73122    127.541115  ...    0.           0.
     0.       ]
 [ -42.65477    -40.749317   -55.35699   ...    0.           0.
     0.       ]
 ...
 [ -16.47604    -15.630956   -25.6694    ...    0.           0.
     0.       ]
 [   7.6464877    8.858222    -5.878479  ...    0.           0.
     0.       ]
 [   9.198095    11.181246     8.827117  ...    0.           0.
     0.       ]]",Hindi
99,"[[-6.0494501e+02 -4.6721631e+02 -4.2338092e+02 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-4.9920240e-01  1.0754692e+01  1.7873085e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-7.1465790e+01 -8.4099464e+01 -9.0379440e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 ...
 [-7.4814558e+00 -1.7886813e+00  8.1792679e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 1.3007406e+01  7.3676319e+00  6.7081881e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 1.1563327e+00 -6.6069832e+00 -7.3486199e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]]",Kannada
100,"[[-7.5467664e+02 -7.4750769e+02 -7.5312897e+02 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 2.6220108e+01  3.5658096e+01  2.8322479e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 2.2558451e+01  3.0126402e+01  2.4490623e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 ...
 [-1.3238159e+00 -2.7734385e+00 -1.5248852e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-9.4995141e-01 -2.3993304e+00 -6.6879874e-01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-5.7000250e-01 -1.8743966e+00 -1.8540588e-01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]]",Kannada
101,"[[-4.0890015e+02 -3.3840005e+02 -3.3645819e+02 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 1.7232222e+01  2.6631119e+01  2.7433182e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-6.5647293e+01 -8.1141556e+01 -1.0260452e+02 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 ...
 [-2.3388193e+00  2.4174485e+00  2.9004474e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-9.2266500e-01 -3.0124674e+00  2.2867212e-01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-1.0144020e+01 -7.6800389e+00 -3.5434566e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]]",Kannada
102,"[[-318.7899    -283.8649    -299.79358   ...    0.           0.
     0.       ]
 [  -8.039545   -11.132681    13.25227   ...    0.           0.
     0.       ]
 [ -87.3241     -91.4223     -97.40195   ...    0.           0.
     0.       ]
 ...
 [  -7.087045    -7.4511113  -12.798983  ...    0.           0.
     0.       ]
 [  -2.0446618    0.5811906   -9.7031    ...    0.           0.
     0.       ]
 [ -26.493385   -24.903728   -32.542343  ...    0.           0.
     0.       ]]",Kannada
103,"[[-4.6373624e+02 -3.9997113e+02 -3.9876013e+02 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-1.1769875e+01  4.7720191e-01  6.4416485e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-5.0290230e+01 -6.1997295e+01 -6.5790207e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 ...
 [-7.4211240e-02 -1.8989642e+00  2.0134088e-01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-4.3033166e+00 -1.1224443e+01 -1.2984320e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 6.5994716e+00  1.3677208e+00  1.1382523e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]]",Kannada
104,"[[-375.9812   -310.54486  -292.89386  ...    0.          0.
     0.      ]
 [  50.28524    44.593624   23.689663 ...    0.          0.
     0.      ]
 [-142.8363   -134.59169  -110.0522   ...    0.          0.
     0.      ]
 ...
 [ -10.091772  -11.59178   -15.265266 ...    0.          0.
     0.      ]
 [ -24.933182  -24.952324  -21.818663 ...    0.          0.
     0.      ]
 [ -17.893015  -15.60354    -8.841558 ...    0.          0.
     0.      ]]",Kannada
105,"[[-4.5597754e+02 -3.9818213e+02 -3.9651227e+02 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 2.7725224e+01  3.3500153e+01  3.6486305e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-6.2018631e+01 -7.6237640e+01 -8.1123642e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 ...
 [ 2.9698465e+00 -1.5950813e+00 -5.6291642e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 1.2505944e+01  1.0809246e+01  6.1296859e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-3.0486025e-02 -4.1410685e+00 -8.3027306e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]]",Kannada
106,"[[-311.91336   -240.04147   -246.97137   ...    0.           0.
     0.       ]
 [  -7.3906393   -6.865879    -4.4919653 ...    0.           0.
     0.       ]
 [-109.687775  -112.277115  -117.179306  ...    0.           0.
     0.       ]
 ...
 [  -9.55257     -4.2468204   -5.131707  ...    0.           0.
     0.       ]
 [ -11.357895   -16.731949   -21.030218  ...    0.           0.
     0.       ]
 [   3.7983985    3.7641566   -1.8178366 ...    0.           0.
     0.       ]]",Kannada
107,"[[-6.1959583e+02 -6.1590741e+02 -6.1768921e+02 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 3.6737120e+00  8.8115826e+00  6.2320871e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 3.6349475e+00  8.5441332e+00  5.7920270e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 ...
 [ 8.0817676e-01  1.3816749e+00  5.0308788e-01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 5.6169623e-01  1.1311114e+00  8.2620227e-01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 3.2123423e-01  8.4060234e-01  1.0182589e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]]",Kannada
108,"[[-314.52603   -276.60092   -319.5559    ...    0.           0.
     0.       ]
 [  25.578321    32.530624    46.517326  ...    0.           0.
     0.       ]
 [-130.63727   -132.05093   -122.88706   ...    0.           0.
     0.       ]
 ...
 [ -23.644003   -11.062278    -3.5245018 ...    0.           0.
     0.       ]
 [ -11.747116    -8.490339    -7.582654  ...    0.           0.
     0.       ]
 [  -2.6368272   -5.112357    -6.596938  ...    0.           0.
     0.       ]]",Kannada
109,"[[-465.70132   -391.07217   -390.15686   ...    0.           0.
     0.       ]
 [  95.03029     84.36851     65.57727   ...    0.           0.
     0.       ]
 [ -88.02441    -95.87711    -96.409805  ...    0.           0.
     0.       ]
 ...
 [  13.224859    10.842609     8.841816  ...    0.           0.
     0.       ]
 [   8.751481     2.69153     -2.7401881 ...    0.           0.
     0.       ]
 [ -15.922326   -16.350842   -15.16965   ...    0.           0.
     0.       ]]",Kannada
110,"[[-5.84407959e+02 -4.62518188e+02 -4.23417908e+02 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 2.01801987e+01  3.06715431e+01  3.19908638e+01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-1.06229080e+02 -1.14496323e+02 -1.09107925e+02 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 ...
 [-4.92402267e+00 -2.16852617e+00  4.54434538e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-4.78621864e+00 -4.50344372e+00 -1.60419035e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 1.80683088e+00 -1.21764988e-02 -1.35225868e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]]",Kannada
111,"[[-273.6589     -193.75975    -205.84015    ...    0.
     0.            0.        ]
 [  52.971615     59.21856      47.692913   ...    0.
     0.            0.        ]
 [-125.95104    -129.47133    -125.51926    ...    0.
     0.            0.        ]
 ...
 [  -4.4474826    -4.2190156    -0.49893117 ...    0.
     0.            0.        ]
 [  -2.3992069    -7.329585     -8.139674   ...    0.
     0.            0.        ]
 [   8.509394      1.653257     -9.66996    ...    0.
     0.            0.        ]]",Kannada
112,"[[-294.46      -229.2342    -238.5226    ...    0.           0.
     0.       ]
 [   8.539198    14.021112    13.116695  ...    0.           0.
     0.       ]
 [ -99.70628   -113.07303   -129.44165   ...    0.           0.
     0.       ]
 ...
 [   4.7054286    0.8145175   -6.935009  ...    0.           0.
     0.       ]
 [  15.441329    19.376736    23.09284   ...    0.           0.
     0.       ]
 [  -8.553322    -9.160726    -4.6959424 ...    0.           0.
     0.       ]]",Kannada
113,"[[-5.98512695e+02 -4.78496307e+02 -4.44603821e+02 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 2.81309528e+01  3.33749847e+01  3.66260834e+01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-9.65115204e+01 -1.06245422e+02 -1.08079666e+02 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 ...
 [-6.71728194e-01  5.99591970e-01 -1.71833324e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-5.71947193e+00 -7.52221870e+00 -7.05567551e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-4.03215504e+00 -3.46652174e+00 -5.89657485e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]]",Kannada
114,"[[-328.35822   -230.45087   -218.20943   ...    0.           0.
     0.       ]
 [  11.216517    20.91521     14.663191  ...    0.           0.
     0.       ]
 [-119.60216   -128.46964   -139.14894   ...    0.           0.
     0.       ]
 ...
 [   1.2791314    8.825882    15.041374  ...    0.           0.
     0.       ]
 [   3.1443553   -4.175095   -10.640318  ...    0.           0.
     0.       ]
 [  -5.36975      3.8697922    9.503946  ...    0.           0.
     0.       ]]",Kannada
115,"[[-270.35782   -127.403404   -83.365135  ...    0.           0.
     0.       ]
 [  84.15495     61.952873    40.23406   ...    0.           0.
     0.       ]
 [ -72.4339     -58.711037   -62.499825  ...    0.           0.
     0.       ]
 ...
 [  -3.4007106  -19.610764   -37.57361   ...    0.           0.
     0.       ]
 [  11.534727    16.437935     6.7913604 ...    0.           0.
     0.       ]
 [  21.258106    20.901278    24.389872  ...    0.           0.
     0.       ]]",Punjabi
116,"[[-321.02557   -201.95248   -165.23987   ...    0.           0.
     0.       ]
 [ 138.22153    144.37079    119.12889   ...    0.           0.
     0.       ]
 [ -37.96928    -76.53473   -103.79751   ...    0.           0.
     0.       ]
 ...
 [   7.3151236    8.523161     9.081952  ...    0.           0.
     0.       ]
 [  -4.7563696   -7.2580805   -9.649697  ...    0.           0.
     0.       ]
 [ -11.14425     -2.5708394    1.9794991 ...    0.           0.
     0.       ]]",Punjabi
117,"[[-6.5274231e+02 -5.4074957e+02 -5.0063815e+02 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 3.9963074e+01  7.3317383e+01  7.6778809e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 8.0252771e+00 -5.8153620e+00 -4.8182669e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 ...
 [-6.0051880e+00 -7.2537289e+00 -2.9433360e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-5.5232549e+00 -3.3763099e+00 -2.9803646e-01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-1.6947563e+00 -2.5775430e+00 -9.6447879e-01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]]",Punjabi
118,"[[-590.69415   -359.45584   -283.6617    ...    0.           0.
     0.       ]
 [  77.040436   111.99391    115.470215  ...    0.           0.
     0.       ]
 [ -36.598396   -91.71833   -105.15918   ...    0.           0.
     0.       ]
 ...
 [  -1.4524047   10.449135    23.20434   ...    0.           0.
     0.       ]
 [ -13.300428   -20.008629   -10.277636  ...    0.           0.
     0.       ]
 [ -21.161      -25.000673   -19.239767  ...    0.           0.
     0.       ]]",Punjabi
119,"[[-142.38393    -96.243904  -114.77801   ...    0.           0.
     0.       ]
 [ 119.627716    98.652855    73.72522   ...    0.           0.
     0.       ]
 [ -90.73778    -64.451324   -31.985523  ...    0.           0.
     0.       ]
 ...
 [  18.946535    21.315874    13.028973  ...    0.           0.
     0.       ]
 [  -3.0780387   14.146636    19.486767  ...    0.           0.
     0.       ]
 [  -8.013642     3.0757418   13.441355  ...    0.           0.
     0.       ]]",Punjabi
120,"[[-2.9557581e+02 -2.3882553e+02 -1.1801508e+02 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 1.9102242e+02  2.1049854e+02  1.8107733e+02 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 5.2874550e+01  2.8515213e+01 -3.8754105e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 ...
 [-1.9764091e+01 -1.9047886e+01 -3.2384758e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-1.3576830e+01 -9.1841431e+00 -2.4419224e-01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 2.8694029e+00  9.5058670e+00  1.5618034e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]]",Punjabi
121,"[[-534.3003    -458.5075    -386.518     ...    0.           0.
     0.       ]
 [  51.23271     83.73059     95.695145  ...    0.           0.
     0.       ]
 [   8.813257    -7.0855494  -51.641197  ...    0.           0.
     0.       ]
 ...
 [  -2.8888938   -7.7384005   -6.194742  ...    0.           0.
     0.       ]
 [  10.098756     6.0865717    7.6410184 ...    0.           0.
     0.       ]
 [   9.23176     17.235815    14.45107   ...    0.           0.
     0.       ]]",Punjabi
122,"[[-435.93457   -277.69537   -217.57922   ...    0.           0.
     0.       ]
 [ 121.05069    134.79721    128.6463    ...    0.           0.
     0.       ]
 [  -6.738746   -39.828102   -56.746815  ...    0.           0.
     0.       ]
 ...
 [  -5.834506   -11.884077   -11.074392  ...    0.           0.
     0.       ]
 [  -5.2485523  -19.040846   -15.380489  ...    0.           0.
     0.       ]
 [  -8.364396    -5.1776686    1.4367408 ...    0.           0.
     0.       ]]",Punjabi
123,"[[-240.06642   -177.82118   -202.7554    ...    0.           0.
     0.       ]
 [ 157.25896    135.9874     107.34895   ...    0.           0.
     0.       ]
 [  56.18766     53.23713     37.822887  ...    0.           0.
     0.       ]
 ...
 [  11.174243    10.216421     6.054118  ...    0.           0.
     0.       ]
 [  -8.318699    -5.787653    -3.4068465 ...    0.           0.
     0.       ]
 [  11.018368     9.368408    10.832792  ...    0.           0.
     0.       ]]",Punjabi
124,"[[-270.64185   -198.15475   -175.18204   ...    0.           0.
     0.       ]
 [  72.9453      87.00487    106.41639   ...    0.           0.
     0.       ]
 [ -61.235153   -88.10769   -117.367065  ...    0.           0.
     0.       ]
 ...
 [  -8.176534   -16.24224      2.3606741 ...    0.           0.
     0.       ]
 [  -9.741278   -12.604435   -13.770044  ...    0.           0.
     0.       ]
 [  -5.952781    -8.278027   -24.17261   ...    0.           0.
     0.       ]]",Punjabi
125,"[[-3.27743530e+02 -2.73189362e+02 -1.80984497e+02 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 8.47392197e+01  8.27982025e+01  1.00878395e+02 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-4.03938828e+01 -4.58664246e+01 -1.01989304e+02 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 ...
 [-2.24374247e+00  1.69949985e+00  1.71556091e+01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-1.64888692e+00 -2.98536181e-01 -3.94854951e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 3.24773712e+01  3.12152138e+01  1.78770180e+01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]]",Punjabi
126,"[[-1131.3708 -1131.3708 -1131.3708 ...     0.         0.         0.    ]
 [    0.         0.         0.     ...     0.         0.         0.    ]
 [    0.         0.         0.     ...     0.         0.         0.    ]
 ...
 [    0.         0.         0.     ...     0.         0.         0.    ]
 [    0.         0.         0.     ...     0.         0.         0.    ]
 [    0.         0.         0.     ...     0.         0.         0.    ]]",Punjabi
127,"[[-318.74686   -201.14824   -191.19373   ...    0.           0.
     0.       ]
 [  87.372536    75.44397     67.51666   ...    0.           0.
     0.       ]
 [ -76.97229    -87.217415   -91.28916   ...    0.           0.
     0.       ]
 ...
 [  22.104107    28.367104    38.255966  ...    0.           0.
     0.       ]
 [  -9.997168   -14.389029    -4.549453  ...    0.           0.
     0.       ]
 [  -4.3310633   -3.4682603    4.525831  ...    0.           0.
     0.       ]]",Punjabi
128,"[[-43.04985   15.995917 -18.92777  ...   0.         0.         0.      ]
 [ 71.053085  79.82951   96.21875  ...   0.         0.         0.      ]
 [-90.76517  -92.12607  -85.90146  ...   0.         0.         0.      ]
 ...
 [ 16.365566  17.66413   16.572456 ...   0.         0.         0.      ]
 [ 15.520063  14.52873   12.500058 ...   0.         0.         0.      ]
 [ 16.272783  11.839151  11.860426 ...   0.         0.         0.      ]]",Punjabi
129,"[[-253.65198    -200.217       -83.38313    ...    0.
     0.            0.        ]
 [ 129.11685     137.98697     110.38914    ...    0.
     0.            0.        ]
 [ -55.709724    -66.20961     -62.197582   ...    0.
     0.            0.        ]
 ...
 [  -0.54286236   -3.5390139     8.754918   ...    0.
     0.            0.        ]
 [  -0.5145906    -2.2624803     7.34145    ...    0.
     0.            0.        ]
 [   5.787735      6.263321      4.707004   ...    0.
     0.            0.        ]]",Punjabi
130,"[[-355.5083   -241.47386  -216.68745  ...    0.          0.
     0.      ]
 [ 186.81357   180.72417   166.33743  ...    0.          0.
     0.      ]
 [  -7.781947  -13.912046  -22.930393 ...    0.          0.
     0.      ]
 ...
 [  15.606035   22.080563   22.182816 ...    0.          0.
     0.      ]
 [  10.791092   15.651307   19.788248 ...    0.          0.
     0.      ]
 [   7.395138    8.941563   17.430197 ...    0.          0.
     0.      ]]",Punjabi
131,"[[-381.56015   -277.1744    -277.74356   ...    0.           0.
     0.       ]
 [  97.28263    115.99266    112.89111   ...    0.           0.
     0.       ]
 [ -64.28367    -83.588905   -69.08229   ...    0.           0.
     0.       ]
 ...
 [   3.3796988   -2.2949557   -3.615333  ...    0.           0.
     0.       ]
 [   5.1477532   -5.0888777   -5.9171805 ...    0.           0.
     0.       ]
 [  21.744995    19.372292    14.517707  ...    0.           0.
     0.       ]]",Punjabi
132,"[[-474.3649   -319.45392  -267.34265  ...    0.          0.
     0.      ]
 [ 134.04607   114.748726   78.94759  ...    0.          0.
     0.      ]
 [ -64.94015   -82.74999  -105.215195 ...    0.          0.
     0.      ]
 ...
 [  -9.826195  -13.470913  -10.904587 ...    0.          0.
     0.      ]
 [ -17.633116  -12.645113   -9.765476 ...    0.          0.
     0.      ]
 [ -10.099726  -13.845994  -21.73354  ...    0.          0.
     0.      ]]",Punjabi
133,"[[-300.5105   -165.10783  -125.30565  ...    0.          0.
     0.      ]
 [  84.23682    75.88652    53.753475 ...    0.          0.
     0.      ]
 [-124.44058  -139.80368  -144.80972  ...    0.          0.
     0.      ]
 ...
 [  17.212559   15.640462   20.296463 ...    0.          0.
     0.      ]
 [  10.444054   15.007401   21.195726 ...    0.          0.
     0.      ]
 [  16.737736   26.331722   32.420433 ...    0.          0.
     0.      ]]",Punjabi
134,"[[-430.40033    -307.5274     -283.0547     ...    0.
     0.            0.        ]
 [ 113.6532      111.79736     103.633      ...    0.
     0.            0.        ]
 [ -70.69066     -91.40068     -94.28574    ...    0.
     0.            0.        ]
 ...
 [   8.749197     11.54999       5.303268   ...    0.
     0.            0.        ]
 [ -10.874686    -18.600998    -14.736023   ...    0.
     0.            0.        ]
 [  -6.16183      -0.64103687   -0.53748554 ...    0.
     0.            0.        ]]",Punjabi
135,"[[-599.8674    -476.738     -422.485     ...    0.           0.
     0.       ]
 [  24.947165    18.099459     6.948185  ...    0.           0.
     0.       ]
 [ -11.097077   -15.321352   -13.7490635 ...    0.           0.
     0.       ]
 ...
 [ -11.797747   -13.723608    -9.538626  ...    0.           0.
     0.       ]
 [  -1.4939222   -2.9311728   -5.7467175 ...    0.           0.
     0.       ]
 [   0.6017201   -1.1937966   -6.247155  ...    0.           0.
     0.       ]]",Punjabi
136,"[[-536.99725    -484.12637    -476.13495    ...    0.
     0.            0.        ]
 [  34.068394     49.155437     52.11706    ...    0.
     0.            0.        ]
 [ -23.734436    -29.880308    -27.247234   ...    0.
     0.            0.        ]
 ...
 [ -11.096964     -8.403423     -9.646086   ...    0.
     0.            0.        ]
 [  -2.8888137    -0.63792664   -0.6711255  ...    0.
     0.            0.        ]
 [   1.1636873     6.624874     12.104783   ...    0.
     0.            0.        ]]",Punjabi
137,"[[-5.1413025e+02 -4.6646152e+02 -4.3210150e+02 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 2.7137661e+00  4.3916512e+01  5.5142815e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 4.8642012e-01  9.8624420e+00 -1.4576823e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 ...
 [ 2.0168309e+00  7.9187741e+00  5.2061439e-01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 1.9241724e+00  1.7344337e+00 -4.9523516e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 1.0884805e+00  6.3957090e+00  1.1603398e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]]",Punjabi
138,"[[-6.1974811e+02 -5.2143542e+02 -4.8600333e+02 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 1.0706903e+01  3.9337997e+01  4.2289997e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-3.8402240e+00 -2.5724785e+01 -2.5254417e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 ...
 [-1.5716763e-01  1.3473162e-01  2.6645422e-02 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 5.2631588e+00  2.3948262e+00 -2.0180600e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 4.2301273e+00  4.6905646e+00  1.6319070e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]]",Punjabi
139,"[[-408.3657    -241.81432   -159.15012   ...    0.           0.
     0.       ]
 [ 145.06262    166.10579    167.06497   ...    0.           0.
     0.       ]
 [  81.10367     19.244934   -12.030327  ...    0.           0.
     0.       ]
 ...
 [   7.0174923    1.8971758    3.869151  ...    0.           0.
     0.       ]
 [  17.19703     -1.4048502   -3.2475846 ...    0.           0.
     0.       ]
 [   8.668861     9.287111    12.236312  ...    0.           0.
     0.       ]]",Punjabi
140,"[[-187.85558  -120.31793  -136.13762  ...    0.          0.
     0.      ]
 [  82.07262    69.08621    65.30265  ...    0.          0.
     0.      ]
 [ -79.97494   -83.802704  -89.724495 ...    0.          0.
     0.      ]
 ...
 [  15.186885   24.68251    32.403248 ...    0.          0.
     0.      ]
 [   9.522949   17.04789    22.951237 ...    0.          0.
     0.      ]
 [  22.4905     24.790878   26.323742 ...    0.          0.
     0.      ]]",Punjabi
141,"[[-6.5117255e+02 -5.5559247e+02 -5.1867273e+02 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 4.0467350e+01  9.1563614e+01  8.6318710e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 2.5951704e+01  9.9382515e+00  5.7397914e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 ...
 [ 1.2457092e+00  5.9410650e-01 -2.4104992e-01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 8.0430371e-01 -1.1817789e+00 -2.5406606e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-1.4328121e+00  2.8369586e+00 -1.6114247e-01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]]",Punjabi
142,"[[-5.4058508e+02 -4.9532138e+02 -4.6341483e+02 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-9.9139579e-02  2.9863665e+01  5.1147373e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-7.3431644e+00 -1.0635138e+01 -1.4675306e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 ...
 [ 2.5865164e+00 -6.0423527e+00 -1.4680788e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-4.2792277e+00 -2.4014378e+00 -1.3633393e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-3.3795004e+00  1.2932563e+00  5.0654449e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]]",Punjabi
143,"[[-424.36765    -288.86603    -256.5519     ...    0.
     0.            0.        ]
 [ 142.29486     118.2731       80.00496    ...    0.
     0.            0.        ]
 [ -72.75868     -98.83447    -113.94202    ...    0.
     0.            0.        ]
 ...
 [  22.25761      27.947308     34.184647   ...    0.
     0.            0.        ]
 [   0.68647593    4.2790594    10.416616   ...    0.
     0.            0.        ]
 [ -13.885766     -8.1851       -2.3214087  ...    0.
     0.            0.        ]]",Punjabi
144,"[[-374.80164   -272.8215    -220.17793   ...    0.           0.
     0.       ]
 [ 100.616295    94.86954     74.7227    ...    0.           0.
     0.       ]
 [-104.7887    -129.67714   -139.13513   ...    0.           0.
     0.       ]
 ...
 [ -28.203186   -30.164001   -17.62502   ...    0.           0.
     0.       ]
 [ -12.584483   -21.036015   -34.702114  ...    0.           0.
     0.       ]
 [   1.8184552   -2.4030595  -11.754387  ...    0.           0.
     0.       ]]",Punjabi
145,"[[-381.54456   -240.76031   -188.08125   ...    0.           0.
     0.       ]
 [ 128.1225     112.44202     81.032135  ...    0.           0.
     0.       ]
 [ -83.70761   -102.799545  -113.07525   ...    0.           0.
     0.       ]
 ...
 [   7.6637383   12.037436    22.216408  ...    0.           0.
     0.       ]
 [  -2.2582202    7.1164427   18.858068  ...    0.           0.
     0.       ]
 [  20.07285     21.679459    27.186085  ...    0.           0.
     0.       ]]",Punjabi
